"STATE.UT","CRIME.HEAD","number","year"
"Uttar Pradesh","DOWRY DEATH",2237,"2008"
"Uttarakhand","DOWRY DEATH",73,"2008"
"West Bengal","DOWRY DEATH",451,"2008"
"A&N Islands","DOWRY DEATH",2,"2008"
"Chandigarh","DOWRY DEATH",3,"2008"
"D&N Haveli","DOWRY DEATH",0,"2008"
"Daman & Diu","DOWRY DEATH",0,"2008"
"Delhi UT","DOWRY DEATH",129,"2008"
"Lakshadweep","DOWRY DEATH",0,"2008"
"Puducherry","DOWRY DEATH",2,"2008"
"ALL INDIA ","DOWRY DEATH",8172,"2008"
"Andhra Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",4730,"2008"
"Arunachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",72,"2008"
"Assam","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1272,"2008"
"Bihar","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",999,"2008"
"Chhattisgarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1621,"2008"
"Goa","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",32,"2008"
"Gujarat","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",828,"2008"
"Haryana","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",435,"2008"
"Himachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",295,"2008"
"Jammu & Kashmir","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",935,"2008"
"Jharkhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",271,"2008"
"Karnataka","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1954,"2008"
"Kerala","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2745,"2008"
"Madhya Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",6445,"2008"
"Maharashtra","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",3619,"2008"
"Manipur","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",57,"2008"
"Meghalaya","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",54,"2008"
"Mizoram","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",78,"2008"
"Nagaland","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",15,"2008"
"Odisha","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2782,"2008"
"Punjab","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",388,"2008"
"Rajasthan","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2520,"2008"
"Sikkim","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",19,"2008"
"Tamil Nadu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1705,"2008"
"Tripura","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",346,"2008"
"Uttar Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2955,"2008"
"Uttarakhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",120,"2008"
"West Bengal","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2396,"2008"
"A&N Islands","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",24,"2008"
"Chandigarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",19,"2008"
"D&N Haveli","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",4,"2008"
"Daman & Diu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2,"2008"
"Delhi UT","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",611,"2008"
"Lakshadweep","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",0,"2008"
"Puducherry","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",65,"2008"
"All India","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",40413,"2008"
"Andhra Pradesh","INSULT TO THE MODESTY OF WOMEN",3551,"2008"
"Arunachal Pradesh","INSULT TO THE MODESTY OF WOMEN",1,"2008"
"Assam","INSULT TO THE MODESTY OF WOMEN",2,"2008"
"Bihar","INSULT TO THE MODESTY OF WOMEN",21,"2008"
"Chhattisgarh","INSULT TO THE MODESTY OF WOMEN",125,"2008"
"Goa","INSULT TO THE MODESTY OF WOMEN",12,"2008"
"Gujarat","INSULT TO THE MODESTY OF WOMEN",122,"2008"
"Haryana","INSULT TO THE MODESTY OF WOMEN",605,"2008"
"Himachal Pradesh","INSULT TO THE MODESTY OF WOMEN",41,"2008"
"Jammu & Kashmir","INSULT TO THE MODESTY OF WOMEN",296,"2008"
"Jharkhand","INSULT TO THE MODESTY OF WOMEN",23,"2008"
"Karnataka","INSULT TO THE MODESTY OF WOMEN",44,"2008"
"Kerala","INSULT TO THE MODESTY OF WOMEN",258,"2008"
"Madhya Pradesh","INSULT TO THE MODESTY OF WOMEN",758,"2008"
"Maharashtra","INSULT TO THE MODESTY OF WOMEN",1091,"2008"
"Manipur","INSULT TO THE MODESTY OF WOMEN",0,"2008"
"Meghalaya","INSULT TO THE MODESTY OF WOMEN",4,"2008"
"Mizoram","INSULT TO THE MODESTY OF WOMEN",0,"2008"
"Nagaland","INSULT TO THE MODESTY OF WOMEN",1,"2008"
"Odisha","INSULT TO THE MODESTY OF WOMEN",282,"2008"
"Punjab","INSULT TO THE MODESTY OF WOMEN",49,"2008"
"Rajasthan","INSULT TO THE MODESTY OF WOMEN",19,"2008"
"Sikkim","INSULT TO THE MODESTY OF WOMEN",0,"2008"
"Tamil Nadu","INSULT TO THE MODESTY OF WOMEN",974,"2008"
"Tripura","INSULT TO THE MODESTY OF WOMEN",4,"2008"
"Uttar Pradesh","INSULT TO THE MODESTY OF WOMEN",3374,"2008"
"Uttarakhand","INSULT TO THE MODESTY OF WOMEN",306,"2008"
"West Bengal","INSULT TO THE MODESTY OF WOMEN",94,"2008"
"A&N Islands","INSULT TO THE MODESTY OF WOMEN",3,"2008"
"Chandigarh","INSULT TO THE MODESTY OF WOMEN",2,"2008"
"D&N Haveli","INSULT TO THE MODESTY OF WOMEN",0,"2008"
"Daman & Diu","INSULT TO THE MODESTY OF WOMEN",1,"2008"
"Delhi UT","INSULT TO THE MODESTY OF WOMEN",130,"2008"
"Lakshadweep","INSULT TO THE MODESTY OF WOMEN",0,"2008"
"Puducherry","INSULT TO THE MODESTY OF WOMEN",21,"2008"
"All India","INSULT TO THE MODESTY OF WOMEN",12214,"2008"
"Andhra Pradesh","CRUELTY BY HUSBAND OR RELATIVES",10306,"2008"
"Arunachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",13,"2008"
"Assam","CRUELTY BY HUSBAND OR RELATIVES",3478,"2008"
"Bihar","CRUELTY BY HUSBAND OR RELATIVES",1992,"2008"
"Chhattisgarh","CRUELTY BY HUSBAND OR RELATIVES",897,"2008"
"Goa","CRUELTY BY HUSBAND OR RELATIVES",12,"2008"
"Gujarat","CRUELTY BY HUSBAND OR RELATIVES",6094,"2008"
"Haryana","CRUELTY BY HUSBAND OR RELATIVES",2435,"2008"
"Himachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",343,"2008"
"Jammu & Kashmir","CRUELTY BY HUSBAND OR RELATIVES",162,"2008"
"Jharkhand","CRUELTY BY HUSBAND OR RELATIVES",851,"2008"
"Karnataka","CRUELTY BY HUSBAND OR RELATIVES",2638,"2008"
"Kerala","CRUELTY BY HUSBAND OR RELATIVES",4138,"2008"
"Madhya Pradesh","CRUELTY BY HUSBAND OR RELATIVES",3185,"2008"
"Maharashtra","CRUELTY BY HUSBAND OR RELATIVES",7829,"2008"
"Manipur","CRUELTY BY HUSBAND OR RELATIVES",28,"2008"
"Meghalaya","CRUELTY BY HUSBAND OR RELATIVES",32,"2008"
"Mizoram","CRUELTY BY HUSBAND OR RELATIVES",5,"2008"
"Nagaland","CRUELTY BY HUSBAND OR RELATIVES",4,"2008"
"Odisha","CRUELTY BY HUSBAND OR RELATIVES",1618,"2008"
"Punjab","CRUELTY BY HUSBAND OR RELATIVES",984,"2008"
"Rajasthan","CRUELTY BY HUSBAND OR RELATIVES",8113,"2008"
"Sikkim","CRUELTY BY HUSBAND OR RELATIVES",5,"2008"
"Tamil Nadu","CRUELTY BY HUSBAND OR RELATIVES",1648,"2008"
"Tripura","CRUELTY BY HUSBAND OR RELATIVES",735,"2008"
"Uttar Pradesh","CRUELTY BY HUSBAND OR RELATIVES",8312,"2008"
"Uttarakhand","CRUELTY BY HUSBAND OR RELATIVES",340,"2008"
"West Bengal","CRUELTY BY HUSBAND OR RELATIVES",13663,"2008"
"A&N Islands","CRUELTY BY HUSBAND OR RELATIVES",26,"2008"
"Chandigarh","CRUELTY BY HUSBAND OR RELATIVES",49,"2008"
"D&N Haveli","CRUELTY BY HUSBAND OR RELATIVES",4,"2008"
"Daman & Diu","CRUELTY BY HUSBAND OR RELATIVES",5,"2008"
"Delhi UT","CRUELTY BY HUSBAND OR RELATIVES",1387,"2008"
"Lakshadweep","CRUELTY BY HUSBAND OR RELATIVES",1,"2008"
"Puducherry","CRUELTY BY HUSBAND OR RELATIVES",12,"2008"
"All India","CRUELTY BY HUSBAND OR RELATIVES",81344,"2008"
"Andhra Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",357,"2008"
"Arunachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2008"
"Assam","IMMORAL TRAFFIC(PREVENTION)ACT",27,"2008"
"Bihar","IMMORAL TRAFFIC(PREVENTION)ACT",39,"2008"
"Chhattisgarh","IMMORAL TRAFFIC(PREVENTION)ACT",4,"2008"
"Goa","IMMORAL TRAFFIC(PREVENTION)ACT",14,"2008"
"Gujarat","IMMORAL TRAFFIC(PREVENTION)ACT",52,"2008"
"Haryana","IMMORAL TRAFFIC(PREVENTION)ACT",77,"2008"
"Himachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2008"
"Jammu & Kashmir","IMMORAL TRAFFIC(PREVENTION)ACT",4,"2008"
"Jharkhand","IMMORAL TRAFFIC(PREVENTION)ACT",8,"2008"
"Karnataka","IMMORAL TRAFFIC(PREVENTION)ACT",516,"2008"
"Kerala","IMMORAL TRAFFIC(PREVENTION)ACT",187,"2008"
"Madhya Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",10,"2008"
"Maharashtra","IMMORAL TRAFFIC(PREVENTION)ACT",327,"2008"
"Manipur","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2008"
"Meghalaya","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2008"
"Mizoram","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2008"
"Nagaland","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2008"
"Odisha","IMMORAL TRAFFIC(PREVENTION)ACT",29,"2008"
"Punjab","IMMORAL TRAFFIC(PREVENTION)ACT",43,"2008"
"Rajasthan","IMMORAL TRAFFIC(PREVENTION)ACT",72,"2008"
"Sikkim","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2008"
"Tamil Nadu","IMMORAL TRAFFIC(PREVENTION)ACT",687,"2008"
"Tripura","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2008"
"Uttar Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",57,"2008"
"Uttarakhand","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2008"
"West Bengal","IMMORAL TRAFFIC(PREVENTION)ACT",62,"2008"
"A&N Islands","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2008"
"Chandigarh","IMMORAL TRAFFIC(PREVENTION)ACT",7,"2008"
"D&N Haveli","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2008"
"Daman & Diu","IMMORAL TRAFFIC(PREVENTION)ACT",6,"2008"
"Delhi UT","IMMORAL TRAFFIC(PREVENTION)ACT",60,"2008"
"Lakshadweep","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2008"
"Puducherry","IMMORAL TRAFFIC(PREVENTION)ACT",3,"2008"
"All India","IMMORAL TRAFFIC(PREVENTION)ACT",2660,"2008"
"Andhra Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",889,"2008"
"Arunachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Assam","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",2,"2008"
"Bihar","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Chhattisgarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Goa","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Gujarat","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Haryana","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Himachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Jammu & Kashmir","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Jharkhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Karnataka","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Kerala","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",19,"2008"
"Madhya Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Maharashtra","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1,"2008"
"Manipur","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Meghalaya","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Mizoram","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Nagaland","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Odisha","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Punjab","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Rajasthan","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",107,"2008"
"Sikkim","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Tamil Nadu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",4,"2008"
"Tripura","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Uttar Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Uttarakhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"West Bengal","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",3,"2008"
"A&N Islands","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Chandigarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"D&N Haveli","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Daman & Diu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Delhi UT","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Lakshadweep","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"Puducherry","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2008"
"All India","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1025,"2008"
"Andhra Pradesh","TOTAL CRIMES AGAINST WOMEN",24111,"2008"
"Arunachal Pradesh","TOTAL CRIMES AGAINST WOMEN",175,"2008"
"Assam","TOTAL CRIMES AGAINST WOMEN",8122,"2008"
"Bihar","TOTAL CRIMES AGAINST WOMEN",8662,"2008"
"Chhattisgarh","TOTAL CRIMES AGAINST WOMEN",3962,"2008"
"Goa","TOTAL CRIMES AGAINST WOMEN",130,"2008"
"Gujarat","TOTAL CRIMES AGAINST WOMEN",8616,"2008"
"Haryana","TOTAL CRIMES AGAINST WOMEN",5142,"2008"
"Himachal Pradesh","TOTAL CRIMES AGAINST WOMEN",979,"2008"
"Jammu & Kashmir","TOTAL CRIMES AGAINST WOMEN",2295,"2008"
"Jharkhand","TOTAL CRIMES AGAINST WOMEN",3183,"2008"
"Karnataka","TOTAL CRIMES AGAINST WOMEN",6891,"2008"
"Kerala","TOTAL CRIMES AGAINST WOMEN",8117,"2008"
"Madhya Pradesh","TOTAL CRIMES AGAINST WOMEN",14908,"2008"
"Maharashtra","TOTAL CRIMES AGAINST WOMEN",15862,"2008"
"Manipur","TOTAL CRIMES AGAINST WOMEN",211,"2008"
"Meghalaya","TOTAL CRIMES AGAINST WOMEN",208,"2008"
"Mizoram","TOTAL CRIMES AGAINST WOMEN",162,"2008"
"Nagaland","TOTAL CRIMES AGAINST WOMEN",47,"2008"
"Odisha","TOTAL CRIMES AGAINST WOMEN",8303,"2008"
"Punjab","TOTAL CRIMES AGAINST WOMEN",2627,"2008"
"Rajasthan","TOTAL CRIMES AGAINST WOMEN",14491,"2008"
"Sikkim","TOTAL CRIMES AGAINST WOMEN",48,"2008"
"Tamil Nadu","TOTAL CRIMES AGAINST WOMEN",7220,"2008"
"Tripura","TOTAL CRIMES AGAINST WOMEN",1416,"2008"
"Uttar Pradesh","TOTAL CRIMES AGAINST WOMEN",23569,"2008"
"Uttarakhand","TOTAL CRIMES AGAINST WOMEN",1151,"2008"
"West Bengal","TOTAL CRIMES AGAINST WOMEN",20912,"2008"
"A&N Islands","TOTAL CRIMES AGAINST WOMEN",80,"2008"
"Chandigarh","TOTAL CRIMES AGAINST WOMEN",143,"2008"
"D&N Haveli","TOTAL CRIMES AGAINST WOMEN",28,"2008"
"Daman & Diu","TOTAL CRIMES AGAINST WOMEN",15,"2008"
"Delhi UT","TOTAL CRIMES AGAINST WOMEN",3938,"2008"
"Lakshadweep","TOTAL CRIMES AGAINST WOMEN",4,"2008"
"Puducherry","TOTAL CRIMES AGAINST WOMEN",129,"2008"
"TOTAL Crime against Women","TOTAL CRIMES AGAINST WOMEN",195857,"2008"
"Andhra Pradesh","RAPE",1188,"2009"
"Arunachal Pradesh","RAPE",59,"2009"
"Assam","RAPE",1631,"2009"
"Bihar","RAPE",929,"2009"
"Chhattisgarh","RAPE",976,"2009"
"Goa","RAPE",47,"2009"
"Gujarat","RAPE",433,"2009"
"Haryana","RAPE",603,"2009"
"Himachal Pradesh","RAPE",183,"2009"
"Jammu & Kashmir","RAPE",237,"2009"
"Jharkhand","RAPE",719,"2009"
"Karnataka","RAPE",509,"2009"
"Kerala","RAPE",568,"2009"
"Madhya Pradesh","RAPE",2998,"2009"
"Maharashtra","RAPE",1483,"2009"
"Manipur","RAPE",31,"2009"
"Meghalaya","RAPE",112,"2009"
"Mizoram","RAPE",83,"2009"
"Nagaland","RAPE",22,"2009"
"Odisha","RAPE",1023,"2009"
"Punjab","RAPE",511,"2009"
"Rajasthan","RAPE",1519,"2009"
"Sikkim","RAPE",18,"2009"
"Tamil Nadu","RAPE",596,"2009"
"Tripura","RAPE",190,"2009"
"Uttar Pradesh","RAPE",1759,"2009"
"Uttarakhand","RAPE",111,"2009"
"West Bengal","RAPE",2336,"2009"
"A&N Islands","RAPE",18,"2009"
"Chandigarh","RAPE",29,"2009"
"D&N Haveli","RAPE",4,"2009"
"Daman & Diu","RAPE",1,"2009"
"Delhi UT","RAPE",469,"2009"
"Lakshadweep","RAPE",1,"2009"
"Puducherry","RAPE",1,"2009"
"All India","RAPE",21397,"2009"
"Andhra Pradesh","KIDNAPPING & ABDUCTION",1526,"2009"
"Arunachal Pradesh","KIDNAPPING & ABDUCTION",28,"2009"
"Assam","KIDNAPPING & ABDUCTION",2092,"2009"
"Bihar","KIDNAPPING & ABDUCTION",1986,"2009"
"Chhattisgarh","KIDNAPPING & ABDUCTION",229,"2009"
"Goa","KIDNAPPING & ABDUCTION",22,"2009"
"Gujarat","KIDNAPPING & ABDUCTION",1162,"2009"
"Haryana","KIDNAPPING & ABDUCTION",659,"2009"
"Himachal Pradesh","KIDNAPPING & ABDUCTION",122,"2009"
"Jammu & Kashmir","KIDNAPPING & ABDUCTION",825,"2009"
"Jharkhand","KIDNAPPING & ABDUCTION",517,"2009"
"Karnataka","KIDNAPPING & ABDUCTION",408,"2009"
"Kerala","KIDNAPPING & ABDUCTION",173,"2009"
"Madhya Pradesh","KIDNAPPING & ABDUCTION",841,"2009"
"Maharashtra","KIDNAPPING & ABDUCTION",926,"2009"
"Manipur","KIDNAPPING & ABDUCTION",97,"2009"
"Meghalaya","KIDNAPPING & ABDUCTION",26,"2009"
"Mizoram","KIDNAPPING & ABDUCTION",0,"2009"
"Nagaland","KIDNAPPING & ABDUCTION",10,"2009"
"Odisha","KIDNAPPING & ABDUCTION",799,"2009"
"Punjab","KIDNAPPING & ABDUCTION",513,"2009"
"Rajasthan","KIDNAPPING & ABDUCTION",2310,"2009"
"Sikkim","KIDNAPPING & ABDUCTION",6,"2009"
"Tamil Nadu","KIDNAPPING & ABDUCTION",1133,"2009"
"Tripura","KIDNAPPING & ABDUCTION",92,"2009"
"Uttar Pradesh","KIDNAPPING & ABDUCTION",5078,"2009"
"Uttarakhand","KIDNAPPING & ABDUCTION",247,"2009"
"West Bengal","KIDNAPPING & ABDUCTION",2187,"2009"
"A&N Islands","KIDNAPPING & ABDUCTION",14,"2009"
"Chandigarh","KIDNAPPING & ABDUCTION",36,"2009"
"D&N Haveli","KIDNAPPING & ABDUCTION",9,"2009"
"Daman & Diu","KIDNAPPING & ABDUCTION",0,"2009"
"Delhi UT","KIDNAPPING & ABDUCTION",1655,"2009"
"Lakshadweep","KIDNAPPING & ABDUCTION",0,"2009"
"Puducherry","KIDNAPPING & ABDUCTION",13,"2009"
"ALL INDIA K&A","KIDNAPPING & ABDUCTION",25741,"2009"
"Andhra Pradesh","DOWRY DEATH",546,"2009"
"Arunachal Pradesh","DOWRY DEATH",0,"2009"
"Assam","DOWRY DEATH",170,"2009"
"Bihar","DOWRY DEATH",1295,"2009"
"Chhattisgarh","DOWRY DEATH",128,"2009"
"Goa","DOWRY DEATH",3,"2009"
"Gujarat","DOWRY DEATH",24,"2009"
"Haryana","DOWRY DEATH",281,"2009"
"Himachal Pradesh","DOWRY DEATH",1,"2009"
"Jammu & Kashmir","DOWRY DEATH",12,"2009"
"Jharkhand","DOWRY DEATH",295,"2009"
"Karnataka","DOWRY DEATH",264,"2009"
"Kerala","DOWRY DEATH",20,"2009"
"Madhya Pradesh","DOWRY DEATH",858,"2009"
"Maharashtra","DOWRY DEATH",341,"2009"
"Manipur","DOWRY DEATH",0,"2009"
"Meghalaya","DOWRY DEATH",0,"2009"
"Mizoram","DOWRY DEATH",0,"2009"
"Nagaland","DOWRY DEATH",0,"2009"
"Odisha","DOWRY DEATH",384,"2009"
"Punjab","DOWRY DEATH",126,"2009"
"Rajasthan","DOWRY DEATH",436,"2009"
"Sikkim","DOWRY DEATH",0,"2009"
"Tamil Nadu","DOWRY DEATH",194,"2009"
"Tripura","DOWRY DEATH",29,"2009"
"Uttar Pradesh","DOWRY DEATH",2232,"2009"
"Uttarakhand","DOWRY DEATH",94,"2009"
"West Bengal","DOWRY DEATH",506,"2009"
"A&N Islands","DOWRY DEATH",1,"2009"
"Chandigarh","DOWRY DEATH",2,"2009"
"D&N Haveli","DOWRY DEATH",0,"2009"
"Daman & Diu","DOWRY DEATH",0,"2009"
"Delhi UT","DOWRY DEATH",141,"2009"
"Lakshadweep","DOWRY DEATH",0,"2009"
"Puducherry","DOWRY DEATH",0,"2009"
"ALL INDIA ","DOWRY DEATH",8383,"2009"
"Andhra Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",5147,"2009"
"Arunachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",58,"2009"
"Assam","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1342,"2009"
"Bihar","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",726,"2009"
"Chhattisgarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1598,"2009"
"Goa","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",37,"2009"
"Gujarat","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",727,"2009"
"Haryana","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",451,"2009"
"Himachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",318,"2009"
"Jammu & Kashmir","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",972,"2009"
"Jharkhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",276,"2009"
"Karnataka","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2186,"2009"
"Kerala","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2540,"2009"
"Madhya Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",6307,"2009"
"Maharashtra","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",3196,"2009"
"Manipur","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",39,"2009"
"Meghalaya","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",72,"2009"
"Mizoram","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",61,"2009"
"Nagaland","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",11,"2009"
"Odisha","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2697,"2009"
"Punjab","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",319,"2009"
"Rajasthan","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2485,"2009"
"Sikkim","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",10,"2009"
"Tamil Nadu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1242,"2009"
"Tripura","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",384,"2009"
"Uttar Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2782,"2009"
"Uttarakhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",119,"2009"
"West Bengal","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1942,"2009"
"A&N Islands","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",30,"2009"
"Chandigarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",26,"2009"
"D&N Haveli","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2,"2009"
"Daman & Diu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",4,"2009"
"Delhi UT","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",552,"2009"
"Lakshadweep","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",0,"2009"
"Puducherry","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",53,"2009"
"All India","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",38711,"2009"
